Person,Wikipage,Preprocessed Wikipage,Description,Preprocessed Description
Sports_teams,"**William John DeCorrevont** (November 26, 1918 – September 6, 1995) was an
American football player who played for Northwestern University (1938–42) and
multiple National Football League (NFL) teams (1945–49). He was born in
Chicago on November 26, 1918, to Howard and Harriet (née Erickson) DeCorrevont
and began both his football and baseball career at the now-defunct Austin High
School on Chicago's West Side.",william john decorrevont november – september american football player played northwestern university – multiple national football league nfl teams – born chicago november howard harriet née erickson decorrevont began football baseball career nowdefunct austin high school chicagos west side,American football player (1918-1995),american football player
Sports_teams,"**William Edward Roehnelt** (June 4, 1936 – July 1968) was an American
football linebacker in the National Football League for the Chicago Bears and
the Washington Redskins; and in the American Football League for the Denver
Broncos. He played college football at Bradley University.",william edward roehnelt june – july american football linebacker national football league chicago bears washington redskins american football league denver broncos played college football bradley university,American football player (1936-1968),american football player
Sports_teams,"**Robert William Jencks** (July 15, 1941 – September 6, 2010) was an American
football kicker and end in the National Football League (NFL) for the Chicago
Bears and the Washington Redskins. He played college football at Miami
University and was drafted in the second round of the 1963 NFL Draft. Jencks
was also selected in the fifth round of the 1963 AFL Draft by the Buffalo
Bills.",robert william jencks july – september american football kicker end national football league nfl chicago bears washington redskins played college football miami university drafted second round nfl draft jencks also selected fifth round afl draft buffalo bills,American football player (1941-2010),american football player
Sports_teams,"**Bob Kilcullen** (May 13, 1936 – August 24, 2019) was an American defensive
lineman who played ten seasons in the National Football League for the Chicago
Bears. He was selected by the Bears in the 1957 NFL Draft.",bob kilcullen may – august american defensive lineman played ten seasons national football league chicago bears selected bears nfl draft,American football player (1936-2019),american football player
Sports_teams,"**Robert Frederick MacLeod** (October 15, 1917 – January 13, 2003) was an
American football halfback. He was elected to the College Football Hall of
Fame in 1977. He played in nine games for the Chicago Bears in 1939.",robert frederick macleod october – january american football halfback elected college football hall fame played nine games chicago bears,American football player (1917-2002),american football player
Sports_teams,"**Robert James Steuber** (October 25, 1921 – November 29, 1996) was an
American football halfback who has the distinction of having played NCAA
college football after playing professional football in the NFL. Steuber
played four seasons in the National Football League (NFL) and the All-America
Football Conference (AAFC). Growing up in St. Louis, Missouri, Steuber was a
standout on his high school football team.",robert james steuber october – november american football halfback distinction played ncaa college football playing professional football nfl steuber played four seasons national football league nfl allamerica football conference aafc growing st louis missouri steuber standout high school football team,American football player (1921-1996),american football player
Sports_teams,"**Robert Stephen Wetoska** (born August 22, 1937) is a former American
football offensive tackle who played ten seasons in the National Football
League for the Chicago Bears. He played college football at the University of
Notre Dame and was drafted in the fifth round of the 1959 NFL Draft by the
Washington Redskins.",robert stephen wetoska born august former american football offensive tackle played ten seasons national football league chicago bears played college football university notre dame drafted fifth round nfl draft washington redskins,American football player,american football player
Sports_teams,"**Daniel William Peiffer** (born March 29, 1951) is a former American football
center in the National Football League for the Chicago Bears and the
Washington Redskins. Peiffer played for the Florida Blazers of the World
Football League in 1974. He played college football at Ellsworth Community
College and Southeast Missouri State University and was drafted in the
fourteenth round of the 1973 NFL Draft by the St. Louis Cardinals.",daniel william peiffer born march former american football center national football league chicago bears washington redskins peiffer played florida blazers world football league played college football ellsworth community college southeast missouri state university drafted fourteenth round nfl draft st louis cardinals,American football player,american football player
Sports_teams,"**David Fitzgerald Tate** (born November 22, 1964) is a former American
football defensive back in the National Football League for the Chicago Bears
(1988–1992), the New York Giants (1993) and the Indianapolis Colts
(1994–1997). He played college football at the University of Colorado and was
drafted in the eighth round of the 1988 NFL Draft. In 1993 Tate signed with the New York Jets.",david fitzgerald tate born november former american football defensive back national football league chicago bears – new york giants indianapolis colts – played college football university colorado drafted eighth round nfl draft tate signed new york jets,American football player,american football player
Sports_teams,"**Richard James Klein** (born February 11, 1934 in Pana, Illinois–died
December 27, 2005 in Pana, Illinois) was a National Football League and
American Football League offensive lineman in the NFL for the Chicago Bears
and the Dallas Cowboys, and in the AFL for the Boston Patriots and the Oakland
Raiders. He played college football at the University of Iowa.",richard james klein born february pana illinois–died december pana illinois national football league american football league offensive lineman nfl chicago bears dallas cowboys afl boston patriots oakland raiders played college football university iowa,American football player,american football player
Sports_teams,"**Richard Michael Norman** (born September 14, 1938, in Downey, California) is
a Stanford Athletics Hall of Fame inductee and former American football
quarterback.",richard michael norman born september downey california stanford athletics hall fame inductee former american football quarterback,American football player,american football player
Sports_teams,"**Herbert Gustave** "" **Dick** "" **Plasman** (April 6, 1914 – June 23, 1981)
was a professional American football player who played running back for eight
seasons for the Chicago Bears and Chicago Cardinals. He is notably the last
player in the NFL to play a game without a helmet. He did so in the 1940 NFL
Championship game on December 8, 1940.",herbert gustave dick plasman april – june professional american football player played running back eight seasons chicago bears chicago cardinals notably last player nfl play game without helmet nfl championship game december,American football player (1914-1981),american football player
Sports_teams,"**Edward Joseph Kawal** (October 13, 1909 – September 25, 1960) was an
American football player. He played professionally as a Center in the National
Football League (NFL) for the Chicago Bears and the Washington Redskins. He
attended the University of Illinois and Pennsylvania Military College.",edward joseph kawal october – september american football player played professionally center national football league nfl chicago bears washington redskins attended university illinois pennsylvania military college,American football player (1909-1960),american football player
Sports_teams,"**Edward Allen Meadows** (February 19, 1932 – October 22, 1974) was an
American football defensive end in the National Football League for the
Chicago Bears, Pittsburgh Steelers, Philadelphia Eagles, and Washington
Redskins.",edward allen meadows february – october american football defensive end national football league chicago bears pittsburgh steelers philadelphia eagles washington redskins,American football player (1932-1974),american football player
Sports_teams,"**Edgar John ""Eggs"" Manske** (July 4, 1912 – January 27, 2002) was a
professional American football player who played six seasons in the National
Football League (NFL). Manske was the last college player to play without a
football helmet. Manske played in two NFL championship games with the Chicago
Bears, including the historic 1940 NFL Championship Game, a 73–0 victory over
the Washington Redskins.",edgar john eggs manske july – january professional american football player played six seasons national football league nfl manske last college player play without football helmet manske played two nfl championship games chicago bears including historic nfl championship game – victory washington redskins,American football player and coach (1913-2002),american football player coach
Sports_teams,"**Henry Arthur ""Ernie"" Vick** (July 2, 1900 – July 16, 1980) was an American
football and baseball player. He was selected as an All-American center in
1921, played on the 1926 World Series champion St. Louis Cardinals, and was
elected to the College Football Hall of Fame in 1983.",henry arthur ernie vick july – july american football baseball player selected allamerican center played world series champion st louis cardinals elected college football hall fame,American football player and coach (1900-1980),american football player coach
Sports_teams,"**Frederick Eugene Crawford** (July 27, 1910 – March 5, 1974) was an American
football player.",frederick eugene crawford july – march american football player,American football player and coach (1900-1980),american football player coach
Sports_teams,"**Gary J. Famiglietti** (November 28, 1913 – July 13, 1986) was a professional
American football player who played running back for nine seasons for the
Chicago Bears and Boston Yanks. He was born in Medford, Massachusetts and
attended college at Boston University. He was drafted in the 3rd round of the
1938 NFL Draft.",gary j famiglietti november – july professional american football player played running back nine seasons chicago bears boston yanks born medford massachusetts attended college boston university drafted rd round nfl draft,American football player (1913-1986),american football player
Sports_teams,"**Gaylord Roscoe ""Pete"" Stinchcomb** (June 24, 1895 – August 24, 1973) was an
American football player. He played quarterback and halfback at Ohio State
University where he was selected as an All-American in 1920. He later played
professional football as a back for the Chicago Bears (1921–1922), Columbus
Tigers (1923), Cleveland Indians (1923), and Louisville Colonels (1926).",gaylord roscoe pete stinchcomb june – august american football player played quarterback halfback ohio state university selected allamerican later played professional football back chicago bears – columbus tigers cleveland indians louisville colonels,American football player and coach (1895-1973),american football player coach
Sports_teams,"**Eugene Robert Hamlin** (July 26, 1946 – August 24, 2017) was an American
football center in the National Football League for the Washington Redskins,
the Chicago Bears, and the Detroit Lions. He played college football at
Western Michigan University.",eugene robert hamlin july – august american football center national football league washington redskins chicago bears detroit lions played college football western michigan university,American football player (1946-2017),american football player
Sports_teams,"**Gregory Gerard Huntington** (born September 22, 1970) is a former American
football center in the National Football League for the Washington Redskins,
the Jacksonville Jaguars, and the Chicago Bears. He played college football at
Penn State University and was drafted in the fifth round of the 1993 NFL
Draft. His nickname is The Mangler.",gregory gerard huntington born september former american football center national football league washington redskins jacksonville jaguars chicago bears played college football penn state university drafted fifth round nfl draft nickname mangler,American football player,american football player
Sports_teams,"**Greg Phillip Jones** (born May 22, 1974) is a former American football
linebacker in the National Football League for the Washington Redskins, the
Chicago Bears, the Arizona Cardinals, and the Houston Texans. He played
college football at the University of Colorado and was drafted in the second
round of the 1997 NFL Draft.",greg phillip jones born may former american football linebacker national football league washington redskins chicago bears arizona cardinals houston texans played college football university colorado drafted second round nfl draft,American football player,american football player
Sports_teams,"**Harry Charles Clarke** (December 1, 1916 – December 31, 2005) was a
professional American football halfback for four seasons for the Chicago Bears
in the National Football League. He later played three seasons in the All-
America Football Conference. He played college football for West Virginia
Mountaineers.",harry charles clarke december – december professional american football halfback four seasons chicago bears national football league later played three seasons america football conference played college football west virginia mountaineers,American football player,american football player
Sports_teams,"**Howard Livingston** (May 15, 1922 – July 27, 1994) was an American football
running back and defensive back in the National Football League for the New
York Giants, Washington Redskins, San Francisco 49ers, and the Chicago Bears. He played college football at Fullerton College. His brother Cliff Livingston (1930–2010) also played in the NFL.",howard livingston may – july american football running back defensive back national football league new york giants washington redskins san francisco ers chicago bears played college football fullerton college brother cliff livingston – also played nfl,American football player (1922-1994),american football player
Sports_teams,"**Hugh Harold ""Duke"" Gallarneau** (April 2, 1917 – July 14, 1999) was an NFL
halfback from 1941 to 1942 and 1945 to 1947 for the Chicago Bears. He played
college football at Stanford, where he was an All-American.",hugh harold duke gallarneau april – july nfl halfback chicago bears played college football stanford allamerican,Player of American football (1917-1999),player american football
Sports_teams,"**J. J. Milan** (born August 11, 1984 in Reno, Nevada) is a former American
football defensive end. He was signed by the Oakland Raiders as an undrafted
free agent in 2007. He played college football at Nevada.",j j milan born august reno nevada former american football defensive end signed oakland raiders undrafted free agent played college football nevada,American football player,american football player
Sports_teams,"**John Seva Hunt** (February 17, 1920 – June 21, 1991) was an American
football fullback/halfback. He was elected to the College Football Hall of
Fame in 2004. He played with the Marshall Thundering Herd, and later played
professionally with the Chicago Bears of the National Football League in 1945.",john seva hunt february – june american football fullbackhalfback elected college football hall fame played marshall thundering herd later played professionally chicago bears national football league,American football player (1920-1991),american football player
Sports_teams,"**Jeffrey Scott Williams** (born April 15, 1955) is a former American football
offensive lineman in the National Football League (NFL) for the Los Angeles
Rams, Washington Redskins, San Diego Chargers, and the Chicago Bears.",jeffrey scott williams born april former american football offensive lineman national football league nfl los angeles rams washington redskins san diego chargers chicago bears,American football player (1920-1991),american football player
Sports_teams,"**James Lachlan ""Big Jim"" Daniell** (April 10, 1918 – December 13, 1983) was
an American football offensive tackle and defensive tackle, a World War II
veteran, and a steel company executive. He played two years in the National
Football League (NFL) and All-America Football Conference (AAFC). Daniell played high school football for Mt.",james lachlan big jim daniell april – december american football offensive tackle defensive tackle world war ii veteran steel company executive played two years national football league nfl allamerica football conference aafc daniell played high school football mt,American football player (1918-1983),american football player
Sports_teams,"**James Fred Purnell** (December 12, 1941 – November 4, 2003) was a National
Football League linebacker who played nine seasons.",james fred purnell december – november national football league linebacker played nine seasons,American football player (1941-2003),american football player
Sports_teams,"**Joseph Harrison Cain** (born June 11, 1965) is a former American football
linebacker who played nine seasons in the National Football League. Cain graduated in 1983 from Compton High School in Compton, California. He
attended Stanford University on an academic scholarship, and joined the
football team as a walk-on.",joseph harrison cain born june former american football linebacker played nine seasons national football league cain graduated compton high school compton california attended stanford university academic scholarship joined football team walkon,American football player (1941-2003),american football player
Sports_teams,"**William Joe Carter** (July 23, 1909 – December 22, 1991) was an American
football end. He played for 11 seasons in the National Football League (NFL),
from 1933 to 1940 for the Philadelphia Eagles, in 1942 for the Green Bay
Packers, 1944 for the Brooklyn Tigers, and 1945 for the Chicago Bears. Carter
graduated North Dallas High School and attended West Virginia University
(WVU).",william joe carter july – december american football end played seasons national football league nfl philadelphia eagles green bay packers brooklyn tigers chicago bears carter graduated north dallas high school attended west virginia university wvu,American football player (1941-2003),american football player
Sports_teams,"**Joseph Theodore Sternaman** (February 1, 1900 – March 10, 1988) was a
professional American football player, born in Springfield, Illinois, who
played quarterback for nine seasons for the Chicago Bears and Duluth Kelleys. At 5'6"" and 135 pounds he was called ""the strongest little man I ever met"" by
sportswriter Grantland Rice. He played quarterback during the years Red Grange
starred with the Bears.",joseph theodore sternaman february – march professional american football player born springfield illinois played quarterback nine seasons chicago bears duluth kelleys pounds called strongest little man ever met sportswriter grantland rice played quarterback years red grange starred bears,American football player (1900-1988),american football player
Sports_teams,"**John Frederick Hoffman** (born August 2, 1943 in Santa Monica, California)
is a former American football defensive end in the National Football League
for the Washington Redskins, Chicago Bears, Denver Broncos, and the St. Louis
Cardinals. He played college football at the University of Hawaii and the
University of Southern California. John is currently an attorney and a part-
time county court magistrate in Denver.",john frederick hoffman born august santa monica california former american football defensive end national football league washington redskins chicago bears denver broncos st louis cardinals played college football university hawaii university southern california john currently attorney part time county court magistrate denver,American football player (1900-1988),american football player
Sports_teams,"**John Wayne Mangum Jr.** (born March 16, 1967), is an American former
professional football player who played in 9 NFL seasons from 1990–1998 for
the Chicago Bears. He played collegiately at Alabama and holds the career
record for passes broken up (47).",john wayne mangum jr born march american former professional football player played nfl seasons – chicago bears played collegiately alabama holds career record passes broken,American football player (1900-1988),american football player
Sports_teams,"**Julius Alphonsus Rykovich** (April 6, 1923 – December 23, 1974) was an
American football halfback, kickoff returner, and defensive back in the
National Football League (NFL) for the Washington Redskins and the Chicago
Bears. Rykovich also played in the All-America Football Conference (AAFC) for
the Buffalo Bills and the Chicago Rockets. He played college football at the
University of Illinois and the University of Notre Dame and was drafted in the
second round of the 1947 NFL Draft.",julius alphonsus rykovich april – december american football halfback kickoff returner defensive back national football league nfl washington redskins chicago bears rykovich also played allamerica football conference aafc buffalo bills chicago rockets played college football university illinois university notre dame drafted second round nfl draft,American football player (1923-1974),american football player
Sports_teams,"**David Kris Haines** (born July 23, 1957) is a former American football wide
receiver in the National Football League (NFL) for the Washington Redskins,
the Chicago Bears, and the Buffalo Bills. He played college football at the
University of Notre Dame and was drafted in the ninth round of the 1979 NFL
Draft. He also played for the Chicago Blitz of the United States Football
League (USFL) in 1984.",david kris haines born july former american football wide receiver national football league nfl washington redskins chicago bears buffalo bills played college football university notre dame drafted ninth round nfl draft also played chicago blitz united states football league usfl,American football player,american football player
Sports_teams,"**Kurt Frank Becker** (born December 22, 1958) is a former American football
player. He played college football as an offensive guard at the University of
Michigan from 1978 to 1981, was selected as a first-team All-American in 1981,
and played professional football in the National Football League (NFL) for the
Chicago Bears (1982-1988, 1990) and the Los Angeles Rams (1989).",kurt frank becker born december former american football player played college football offensive guard university michigan selected firstteam allamerican played professional football national football league nfl chicago bears los angeles rams,American football player and coach,american football player coach
Sports_teams,"**Lawrence Wilfred Walquist** (March 9, 1898 – September 28, 1985) was a
professional American football player who played quarterback for nine seasons
for the Chicago Bears. He was also the first-ever head coach for the Chicago
Bruins of the American Basketball League. Walquist attended Rockford Central High School where he played both basketball
and football.",lawrence wilfred walquist march – september professional american football player played quarterback nine seasons chicago bears also firstever head coach chicago bruins american basketball league walquist attended rockford central high school played basketball football,American football player and coach (1898-1985),american football player coach
Sports_teams,"**Lionel Sylvester Antoine** (August 31, 1950 – December 7, 2021) was an
American professional football player who was an offensive tackle for the
Chicago Bears in the National Football League (NFL). He played college
football as a tight end for the Southern Illinois Salukis. After being
selected by the Bears with the third-overall pick in the 1972 NFL Draft, he
switched positions to offensive tackle.",lionel sylvester antoine august – december american professional football player offensive tackle chicago bears national football league nfl played college football tight end southern illinois salukis selected bears thirdoverall pick nfl draft switched positions offensive tackle,American football player,american football player
Sports_teams,"**Lonnie Perrin** (February 3, 1952 – January 7, 2021) was an American
football running back in the National Football League for the Denver Broncos,
the Chicago Bears, and the Washington Redskins. He played college football at
the University of Illinois and was drafted in the fifth round of the 1976 NFL
Draft. He played in Super Bowl XII with the Broncos.",lonnie perrin february – january american football running back national football league denver broncos chicago bears washington redskins played college football university illinois drafted fifth round nfl draft played super bowl xii broncos,American football player,american football player
Sports_teams,"**Mark Andrew Thomas** (born May 6, 1969) is a former American football
defensive end who played ten seasons in the National Football League for the
San Francisco 49ers, the Carolina Panthers, the Chicago Bears, and the
Indianapolis Colts. He played college football at North Carolina State
University and was selected in the fourth round of the 1992 NFL Draft. Married
to Christina Thomas and has 4 children.",mark andrew thomas born may former american football defensive end played ten seasons national football league san francisco ers carolina panthers chicago bears indianapolis colts played college football north carolina state university selected fourth round nfl draft married christina thomas children,American football player,american football player
Sports_teams,"**Melvyn Maile Tom** (August 4, 1941 – April 27, 2006) was an American
football defensive lineman who played nine seasons in the National Football
League for the Philadelphia Eagles and the Chicago Bears. Mel is the father of
Landon Tom and Logan Tom, member of the 2000, 2004, 2008 and 2012 American
Olympic indoor volleyball teams. He died at age 64 of heart failure.",melvyn maile tom august – april american football defensive lineman played nine seasons national football league philadelphia eagles chicago bears mel father landon tom logan tom member american olympic indoor volleyball teams died age heart failure,American football player (1941-2006),american football player
Sports_teams,"**Paul Joseph “Tiny” Engebretsen** (July 27, 1910 – March 31, 1979) was a
professional American football player who played offensive lineman for two
seasons for the Chicago Bears, Chicago Cardinals, and Pittsburgh Pirates, and
9 years for the Green Bay Packers. Paul J. Engebretsen was born in Chariton, a town in Lucas County, Iowa to
Henry J. Engebretsen (1880–1974) and Frankie Ophelia Kridelbaugh (1881–1972). He was named most valuable player of the Big Ten co-champion in 1931 playing
at Northwestern University.",paul joseph “ tiny ” engebretsen july – march professional american football player played offensive lineman two seasons chicago bears chicago cardinals pittsburgh pirates years green bay packers paul j engebretsen born chariton town lucas county iowa henry j engebretsen – frankie ophelia kridelbaugh – named valuable player big ten cochampion playing northwestern university,American football player,american football player
Sports_teams,"**Paul James Stenn, Jr.** (born **Stenko** ) (July 12, 1918 – August 2, 2003)
was an American football offensive tackle in the National Football League for
the New York Giants, Washington Redskins, Pittsburgh Steelers, and the Chicago
Bears. He attended Villanova University.",paul james stenn jr born stenko july – august american football offensive tackle national football league new york giants washington redskins pittsburgh steelers chicago bears attended villanova university,American football player (1918-2003),american football player
Sports_teams,"**Ernest John ""Pug"" Rentner** (September 18, 1910 – August 24, 1978) was an
American football halfback and quarterback who played professionally in the
National Football League (NFL) for the Boston Redskins and the Chicago Bears. He was inducted into the College Football Hall of Fame in 1979.",ernest john pug rentner september – august american football halfback quarterback played professionally national football league nfl boston redskins chicago bears inducted college football hall fame,American football player (1910-1978),american football player
Sports_teams,"**Randy Hilliard** (born February 6, 1967) is a former American football
defensive back who played for three teams with the National Football League. Hilliard was drafted by the Cleveland Browns in the 1990 NFL Draft out of
Northwestern State University.",randy hilliard born february former american football defensive back played three teams national football league hilliard drafted cleveland browns nfl draft northwestern state university,American football player,american football player
Sports_teams,"**Randall Belford Jackson** (born March 6, 1944) is an American former college
and professional football player who was an offensive lineman in the National
Football League (NFL) for eight years during the 1960s and 1970s. Jackson
played college football for the University of Florida, and thereafter, he
played professionally for the Chicago Bears of the NFL.",randall belford jackson born march american former college professional football player offensive lineman national football league nfl eight years jackson played college football university florida thereafter played professionally chicago bears nfl,American football player,american football player
Sports_teams,"**Richard Drew Harris** (January 21, 1948 – July 26, 2011) was an American
football defensive end who played seven seasons in the National Football
League. He was an All-American in 1970 for Grambling and was drafted in the
first round (5th overall pick) of the 1971 NFL Draft by the Philadelphia
Eagles, the first defensive player chosen. Harris was named to the NFL All-
Rookie team in 1971 and was widely regarded as one of the fastest defensive
linemen in professional football before being hobbled by knee injuries.",richard drew harris january – july american football defensive end played seven seasons national football league allamerican grambling drafted first round th overall pick nfl draft philadelphia eagles first defensive player chosen harris named nfl rookie team widely regarded one fastest defensive linemen professional football hobbled knee injuries,American football player,american football player
Sports_teams,"**Riley Carl Mattson** (born December 18, 1938 in Portland, Oregon) is a
former American football offensive tackle in the National Football League for
the Washington Redskins and the Chicago Bears.",riley carl mattson born december portland oregon former american football offensive tackle national football league washington redskins chicago bears,American football player,american football player
Sports_teams,"**Robert David Green** (born September 10, 1970) is a former American football
running back in the National Football League (NFL)for the Washington Redskins,
the Minnesota Vikings, and the Chicago Bears. He played college football at
the College of William & Mary. He recorded career totals of 1,038 yards
rushing on 221 carries, 596 yards receiving, and 256 yards of kick returns in
six seasons.",robert david green born september former american football running back national football league nflfor washington redskins minnesota vikings chicago bears played college football college william mary recorded career totals yards rushing carries yards receiving yards kick returns six seasons,American football player,american football player
Sports_teams,"**Stephen Thomas Wright** (born July 17, 1942) is a former American football
offensive tackle in the National Football League (NFL) for five different
teams. He also played for the Chicago Fire of the WFL in 1974. He played
college football at the University of Alabama.",stephen thomas wright born july former american football offensive tackle national football league nfl five different teams also played chicago fire wfl played college football university alabama,American football player,american football player
Sports_teams,"**Theodore George Karras Sr.** (January 31, 1934 – January 26, 2016) was a
National Football League (NFL) player. He played for nine seasons with four
teams, winning a championship with the Chicago Bears in 1963 as a guard. Karras played college football for Indiana University.",theodore george karras sr january – january national football league nfl player played nine seasons four teams winning championship chicago bears guard karras played college football indiana university,American football player,american football player
Sports_teams,"**Trevor Sebastian Cobb** (born November 20, 1970) is an American former
professional football player who was a running back for the Chicago Bears of
the National Football League (NFL). He played college football for the Rice
Owls football, and earned All-American honors.",trevor sebastian cobb born november american former professional football player running back chicago bears national football league nfl played college football rice owls football earned allamerican honors,"All-American college football player, professional football player, running back",allamerican college football player professional football player running back
Sports_teams,"**Troy Robert Sadowski** (born December 8, 1965) is a former American football
tight end in the National Football League. He played college football at
Georgia. A 6th round selection (145th overall) of the 1989 NFL Draft, Sadowski
played for the Atlanta Falcons (1990), the Kansas City Chiefs (1991), the New
York Jets (1992–1993), the Cincinnati Bengals (1994–1996), the Pittsburgh
Steelers (1997–1998), and the Jacksonville Jaguars (1998).",troy robert sadowski born december former american football tight end national football league played college football georgia th round selection th overall nfl draft sadowski played atlanta falcons kansas city chiefs new york jets – cincinnati bengals – pittsburgh steelers – jacksonville jaguars,American football player,american football player
Sports_teams,"**Tyrone Keys** (born October 24, 1960) is a former professional American
football player who played defensive end for six seasons for the Chicago
Bears, Tampa Bay Buccaneers, and San Diego Chargers. He was a member of the
Bears team that won Super Bowl XX following the 1985 NFL season. He was also a
member of the ""Shuffling Crew"" in the video The Super Bowl Shuffle.",tyrone keys born october former professional american football player played defensive end six seasons chicago bears tampa bay buccaneers san diego chargers member bears team super bowl xx following nfl season also member shuffling crew video super bowl shuffle,American football player,american football player
Sports_teams,"**Vernice Carlton Smith** (born October 24, 1965 in Orlando, Florida) is a
former American football guard in the National Football League for the Phoenix
Cardinals, Chicago Bears, Washington Redskins, and the St. Louis Rams. He
played college football at Florida A&M University.",vernice carlton smith born october orlando florida former american football guard national football league phoenix cardinals chicago bears washington redskins st louis rams played college football florida university,American football player,american football player
Sports_teams,"**Vincent Joseph Sutherland** (born April 22, 1978) is a former professional
American football player who played wide receiver for two seasons in the
National Football League for the Atlanta Falcons, San Francisco 49ers and
Chicago Bears. He was a standout receiver and kick returner for Purdue
University from 1997-2000. He also played for the Arena Football League's New
York Dragons.",vincent joseph sutherland born april former professional american football player played wide receiver two seasons national football league atlanta falcons san francisco ers chicago bears standout receiver kick returner purdue university also played arena football leagues new york dragons,American football player,american football player
Sports_teams,"**George Wayne Hansen** (October 6, 1928 – August 24, 1987) was an American
football linebacker in the National Football League for the Chicago Bears and
Dallas Cowboys. He played college football at the University of Texas, El
Paso.",george wayne hansen october – august american football linebacker national football league chicago bears dallas cowboys played college football university texas el paso,American football player (1928-1987),american football player
Sports_teams,"**Willie Joseph Holman** (February 27, 1945 – April 21, 2002) was an American
football defensive end in the National Football League for the Chicago Bears
and the Washington Redskins. He played college football at South Carolina
State University and was drafted in the seventh round of the 1968 NFL Draft.",willie joseph holman february – april american football defensive end national football league chicago bears washington redskins played college football south carolina state university drafted seventh round nfl draft,American football player (1945-2002),american football player
Sports_teams,"**Austen D. Lane** (born November 9, 1987) is a former American football
defensive end and current mixed martial artist. He was drafted by the
Jacksonville Jaguars in the fifth round of the 2010 NFL Draft. He played
college football at Murray State.",austen lane born november former american football defensive end current mixed martial artist drafted jacksonville jaguars fifth round nfl draft played college football murray state,American football player,american football player
Sports_teams,"**Averell Spicer** (born April 26, 1987) is a former American football
defensive tackle. Spicer was signed by the Chicago Bears as an undrafted free
agent in 2010. He played college football at USC.",averell spicer born april former american football defensive tackle spicer signed chicago bears undrafted free agent played college football usc,American football defensive tackle,american football defensive tackle
Sports_teams,"**William Brody Eldridge** (born March 31, 1987) is a former American football
tight end for the Indianapolis Colts, St. Louis Rams and Chicago Bears. He
played college football at Oklahoma and high school football at Prairie View
High School in La Cygne, Kansas.",william brody eldridge born march former american football tight end indianapolis colts st louis rams chicago bears played college football oklahoma high school football prairie view high school la cygne kansas,player of American football,player american football
Sports_teams,"**Clifford James Wilson** (born March 30, 1987) is a former American football
defensive end. He played college football at East Carolina University. Wilson
was drafted by the Green Bay Packers in the seventh round of the 2010 NFL
Draft and would win Super Bowl XLV with the team over the Pittsburgh Steelers.",clifford james wilson born march former american football defensive end played college football east carolina university wilson drafted green bay packers seventh round nfl draft would win super bowl xlv team pittsburgh steelers,player of American football,player american football
Sports_teams,"**Dane Sanzenbacher** (born October 13, 1988) is a former American football
wide receiver. He was signed by the Chicago Bears as an undrafted free agent
in 2011. He played college football at Ohio State.",dane sanzenbacher born october former american football wide receiver signed chicago bears undrafted free agent played college football ohio state,American football player,american football player
Sports_teams,"**Dorian Brew** (born July 19, 1974) is a former professional American
football player who played from 1996 to 2002. Originally drafted by the Miami Dolphins in the third round of the 1996 NFL
Draft, Brew signed with the Baltimore Ravens . After playing in eight games
with the Ravens during his rookie year, Brew served as the team's kick
returner for three game in 1997, returning five kicks for 88 yards.",dorian brew born july former professional american football player played originally drafted miami dolphins third round nfl draft brew signed baltimore ravens playing eight games ravens rookie year brew served teams kick returner three game returning five kicks yards,American football player,american football player
Sports_teams,"**Fendi Onobun** (born November 17, 1986) is a retired American football tight
end. He was drafted by the St. Louis Rams in the sixth round of the 2010 NFL
Draft. He played college football at Houston.",fendi onobun born november retired american football tight end drafted st louis rams sixth round nfl draft played college football houston,American football player,american football player
Sports_teams,"**J'Marcus Webb** (born August 8, 1988) is a former American football
offensive tackle. He was drafted by the Chicago Bears in the seventh round of
the 2010 NFL Draft. He played college football at West Texas A&M.",jmarcus webb born august former american football offensive tackle drafted chicago bears seventh round nfl draft played college football west texas,American football player,american football player
Sports_teams,"**Jimmy Graham** (born November 24, 1986) is an American football tight end
who is a free agent. He played only one year of college football at University
of Miami after playing four years of basketball. He was drafted by the New
Orleans Saints in the third round of the 2010 NFL Draft.",jimmy graham born november american football tight end free agent played one year college football university miami playing four years basketball drafted new orleans saints third round nfl draft,American football player,american football player
Sports_teams,"**Jody E. Littleton** (born October 23, 1974) is a former American football
long snapper. He played college football at Baylor and for the Chicago Bears,
Detroit Lions, and Cleveland Browns during his National Football League
career.",jody e littleton born october former american football long snapper played college football baylor chicago bears detroit lions cleveland browns national football league career,player of American football,player american football
Sports_teams,"**Joshua J. Moore** (born August 20, 1988) is a former American football
cornerback. He was drafted by the Chicago Bears in the fifth round of the 2010
NFL Draft. He played college football for Kansas State University.",joshua j moore born august former american football cornerback drafted chicago bears fifth round nfl draft played college football kansas state university,player of American football,player american football
Sports_teams,"**Patrick Trahan** (born November 7, 1986) is a former American football
linebacker. He was signed by the Tennessee Titans as an undrafted free agent
in 2010. He played college football at Auburn and Northwest Mississippi
Community College for two years (one at Auburn, one at Northwest), and two at
Ole Miss, where he recorded 98 tackles, 7 sacks, 16.5 tackles for loss, one
quarterback pressure, two interceptions, three forced fumbles and one fumble
recovery.",patrick trahan born november former american football linebacker signed tennessee titans undrafted free agent played college football auburn northwest mississippi community college two years one auburn one northwest two ole miss recorded tackles sacks tackles loss one quarterback pressure two interceptions three forced fumbles one fumble recovery,American football player,american football player
